#string_protein_id	preferred_name	protein_size	annotation
93061.SAOUHSC_00223	tarF	389	Teichoic acid biosynthesis protein F, putative; Catalyzes the addition of a second glycerol phosphate unit from CDP-glycerol to the prenolpyrophosphate-linked disaccharide, to complete the linkage unit.
93061.SAOUHSC_00225	tarI-2	238	Conserved hypothetical protein; Catalyzes the transfer of the cytidylyl group of CTP to D- ribitol 5-phosphate.
93061.SAOUHSC_00226	tarJ-2	341	Conserved hypothetical protein; Catalyzes the NADPH dependent reduction of D-ribulose 5- phosphate to D-ribitol 5-phosphate; Belongs to the zinc-containing alcohol dehydrogenase family.
93061.SAOUHSC_00227	tarL	562	Conserved hypothetical protein; Responsible for the polymerization of the main chain of the major teichoic acid by sequential transfer of ribitol phosphate units from CDP-ribitol to the second glycerol phosphate attached to the disaccharide linkage unit. Synthesizes polymers of more than 40 ribitol phosphate units in length; Belongs to the CDP-glycerol glycerophosphotransferase family.
93061.SAOUHSC_00228	ABD29403.1	574	Conserved hypothetical protein.
93061.SAOUHSC_00229	scdA	224	ScdA protein, putative; Di-iron-containing protein involved in the repair of iron- sulfur clusters damaged by oxidative and nitrosative stress conditions.
93061.SAOUHSC_00230	lytS	579	Two-component sensor histidine kinase, putative; Member of the two-component regulatory system LytR/LytS that regulates genes involved in autolysis, programmed cell death, biofilm formation and cell wall metabolism. Participates also in sensing and responding to host defense cationic antimicrobial peptides (CAMPs). Functions as a sensor protein kinase which is autophosphorylated at a histidine residue and transfers its phosphate group to the conserved aspartic acid residue in the regulatory domain of LytR. In turn, LytR binds to the upstream promoter regions of target genes including l [...] 
93061.SAOUHSC_00231	lytR	246	Two-component response regulator, putative; Member of the two-component regulatory system LytR/LytS that regulates genes involved in autolysis, programmed cell death, biofilm formation and cell wall metabolism. Participates also in sensing and responding to host defense cationic antimicrobial peptides (HDPs). Upon phosphorylation by LytS, functions as a transcription regulator by direct binding to promoter regions of target genes including lrgA and lrgB, to positively regulate their expression.
93061.SAOUHSC_00232	lrgA	147	Conserved hypothetical protein; Inhibits the expression or activity of extracellular murein hydrolases by interacting, possibly with LrgB, with the holin-like proteins CidA and/or CidB. The LrgAB and CidAB proteins may affect the proton motive force of the membrane. Increases tolerance to penicillin possibly by inhibiting the formation of the CidAB holin-like complexes within the membrane, thus reducing penicillin-induced lethality. Possibly plays a role in programmed cell death (PCD), triggering PCD in response to penicillin, and possibly other antibiotics, and environmental stresses.
93061.SAOUHSC_00233	lrgB	233	Holin-like protein LrgB, putative; Inhibits the expression or activity of extracellular murein hydrolases by interacting, possibly with LrgA, with the holin-like proteins CidA and/or CidB. The LrgAB and CidAB proteins may affect the proton motive force of the membrane. Increases tolerance to penicillin possibly by inhibiting the formation of the CidAB holin-like complexes within the membrane, thus reducing penicillin-induced lethality. Possibly plays a role in programmed cell death (PCD), triggering PCD in response to penicillin, and possibly other antibiotics, and environmental stresses.
93061.SAOUHSC_00234	ABD29409.1	234	Conserved hypothetical protein.
93061.SAOUHSC_00235	ABD29410.1	263	Conserved hypothetical protein.
93061.SAOUHSC_00236	ABD29411.1	478	6-phospho-beta-glucosidase, putative; Belongs to the glycosyl hydrolase 1 family.
93061.SAOUHSC_00237	ABD29412.1	253	Conserved hypothetical protein.
93061.SAOUHSC_00238	ABD29413.1	44	Hypothetical protein.
93061.SAOUHSC_00239	rbsK	304	Ribokinase, putative; Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5-phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway.
93061.SAOUHSC_00240	rbsD	134	Ribose ABC transporter protein, putative; Catalyzes the interconversion of beta-pyran and beta-furan forms of D-ribose.
93061.SAOUHSC_00241	ABD29416.1	293	Conserved hypothetical protein.
93061.SAOUHSC_00242	ABD29417.1	332	Conserved hypothetical protein.
93061.SAOUHSC_00243	ABD29418.1	59	NADH dehydrogenase subunit, putative.
93061.SAOUHSC_00244	ABD29419.1	130	Conserved hypothetical protein.
93061.SAOUHSC_00245	ABD29420.1	134	Truncated transposase.
93061.SAOUHSC_00246	ABD29421.1	458	Drug transporter, putative.
93061.SAOUHSC_00247	ABD29422.1	330	Conserved hypothetical protein.
93061.SAOUHSC_00248	lytM	316	Peptidoglycan hydrolase, putative; Peptidoglycan hydrolase (autolysin) specifically acting on polyglycine interpeptide bridges of the cell wall peptidoglycan. Belongs to the peptidase M23B family.
93061.SAOUHSC_00249	ABD29424.1	219	Conserved hypothetical protein.
93061.SAOUHSC_00250	ABD29425.1	306	Conserved hypothetical protein.
93061.SAOUHSC_00251	ABD29426.1	388	Conserved hypothetical protein.
93061.SAOUHSC_00253	ABD29427.1	507	Conserved hypothetical protein.
93061.SAOUHSC_00254	ABD29428.1	217	Conserved hypothetical protein.
93061.SAOUHSC_00255	ABD29429.1	195	Conserved hypothetical protein.
93061.SAOUHSC_00256	ABD29430.1	297	Conserved hypothetical protein.
93061.SAOUHSC_00257	esxA	97	Conserved hypothetical protein; Virulence factor that is important for the establishment of infection in the host. EsxA is required for EsxB synthesis as well as secretion (By similarity). Modulates host cell apoptotic pathways and mediates together with EsxB the release of S.aureus from the host cell. By acting on apoptosis, plays a role in the modulation of dendritic cell-mediated immunity (By similarity).
93061.SAOUHSC_00258	esaA	1009	Conserved hypothetical protein; Component of the type VII secretion system (Ess). Provides together with EssB and other components such as EssC and EssE a secretion platform across the cytoplasmic membrane in the host.
93061.SAOUHSC_00259	ABD29433.1	152	Conserved hypothetical protein.
93061.SAOUHSC_00260	ABD29434.1	93	Conserved hypothetical protein.
93061.SAOUHSC_00261	essB	444	Conserved hypothetical protein; Component of the type VII secretion system (Ess) (Probable). Required for the secretion of EsxA and EsxB (By similarity).
93061.SAOUHSC_00262	essC	1479	Conserved hypothetical protein; Component of the type VII secretion system (Ess). Required for the secretion of substrates including EsxA and EsxB. However, unable to support secretion of the substrate protein EsxC. Belongs to the EssC family.
93061.SAOUHSC_00264	ABD29437.1	130	Conserved hypothetical protein.
93061.SAOUHSC_00265	esxB	104	Conserved hypothetical protein; Virulence factor that is important for the establishment of infection in the host. EsxB is required for EsxA synthesis as well as secretion (By similarity). Mediates together with EsxA the release of S.aureus from the host cell. Inhibits also host cytokine production and thus modulates dendritic cell-mediated immunity (By similarity).
93061.SAOUHSC_00266	essE	224	Conserved hypothetical protein; Component of the type VII secretion system (Ess). Plays a role in Esx protein secretion. Plays an essential role in the processing and secretion of EssD.
93061.SAOUHSC_00267	ABD29440.1	105	Conserved hypothetical protein.
93061.SAOUHSC_00268	essD	614	Conserved hypothetical protein; Component of the type VII secretion system (Ess). Plays a role in Ess secretion during infection. Required for the efficient secretion of EsxA. Required for abscess formation and staphylococcal persistence in host tissues (By similarity). Possesses a toxic DNase activity that is modulated by EssG by forming a nuclease toxin- antitoxin pair. This nuclease toxin targets competitor bacteria.
93061.SAOUHSC_00269	essG	163	Conserved hypothetical protein; Component of the type VII secretion system (Ess). Acts also as part of toxin-antitoxin system. Counteracts the toxic effect of EssD via direct interaction.
93061.SAOUHSC_00270	ABD29443.1	227	Conserved hypothetical protein.
93061.SAOUHSC_00271	ABD29444.1	203	Conserved hypothetical protein.
93061.SAOUHSC_00272	ABD29445.1	72	Conserved hypothetical protein.
93061.SAOUHSC_00274	ABD29446.1	166	Conserved hypothetical protein.
93061.SAOUHSC_00275	ABD29447.1	213	Conserved hypothetical protein.
93061.SAOUHSC_00276	ABD29448.1	166	Conserved hypothetical protein.
93061.SAOUHSC_00277	ABD29449.1	166	Conserved hypothetical protein.
93061.SAOUHSC_00278	ABD29450.1	162	Conserved hypothetical protein.
93061.SAOUHSC_00279	ABD29451.1	124	Conserved hypothetical protein.
93061.SAOUHSC_00280	ABD29452.1	132	Conserved hypothetical protein.
93061.SAOUHSC_00281	ABD29453.1	274	Conserved hypothetical protein.
93061.SAOUHSC_00282	ABD29454.1	425	Branched-chain amino acid transport system II carrier protein; Component of the transport system for branched-chain amino acids.
93061.SAOUHSC_00284	ABD29455.1	296	5'-nucleotidase, lipoprotein e(P4) family.
93061.SAOUHSC_00285	ABD29456.1	349	Conserved hypothetical protein.
93061.SAOUHSC_00287	ABD29457.1	225	ABC transporter, ATP-binding protein, putative.
93061.SAOUHSC_00289	ABD29458.1	46	Hypothetical protein.
93061.SAOUHSC_00290	ABD29459.1	316	Conserved hypothetical protein.
93061.SAOUHSC_00291	ABD29460.1	372	pfkB family carbohydrate kinase family, putative.
93061.SAOUHSC_00292	psuG	307	Conserved hypothetical protein; Catalyzes the reversible cleavage of pseudouridine 5'- phosphate (PsiMP) to ribose 5-phosphate and uracil. Functions biologically in the cleavage direction, as part of a pseudouridine degradation pathway; Belongs to the pseudouridine-5'-phosphate glycosidase family.
93061.SAOUHSC_00293	ABD29462.1	406	Conserved hypothetical protein.
93061.SAOUHSC_00294	ABD29463.1	510	Conserved hypothetical protein; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family.
93061.SAOUHSC_00295	nanA	293	N-acetylneuraminate lyase subunit, putative; Catalyzes the reversible aldol cleavage of N-acetylneuraminic acid (sialic acid; Neu5Ac) to form pyruvate and N-acetylmannosamine (ManNAc) via a Schiff base intermediate.
93061.SAOUHSC_00296	ABD29465.1	286	ROK family protein.
93061.SAOUHSC_00297	ABD29466.1	266	Conserved hypothetical protein.
93061.SAOUHSC_00298	nanE	222	Conserved hypothetical protein; Converts N-acetylmannosamine-6-phosphate (ManNAc-6-P) to N- acetylglucosamine-6-phosphate (GlcNAc-6-P).
93061.SAOUHSC_00299	ABD29468.1	437	Conserved hypothetical protein.
93061.SAOUHSC_00300	lip2	690	Lipase precursor.
93061.SAOUHSC_00301	ABD29470.1	275	Conserved hypothetical protein.
93061.SAOUHSC_00302	ABD29471.1	399	Conserved hypothetical protein.
93061.SAOUHSC_00303	ABD29472.1	30	Hypothetical protein.
93061.SAOUHSC_00304	ABD29473.1	333	Conserved hypothetical protein.
93061.SAOUHSC_00305	ABD29474.1	90	Conserved hypothetical protein.
93061.SAOUHSC_00306	ABD29475.1	266	Conserved hypothetical protein.
93061.SAOUHSC_00307	ABD29476.1	314	Conserved hypothetical protein.
93061.SAOUHSC_00308	ABD29477.1	340	Conserved hypothetical protein.
93061.SAOUHSC_00309	ABD29478.1	341	Conserved hypothetical protein.
93061.SAOUHSC_00310	ABD29479.1	448	Conserved hypothetical protein.
93061.SAOUHSC_00311	ABD29480.1	94	Conserved hypothetical protein.
93061.SAOUHSC_00312	ABD29481.1	147	Conserved hypothetical protein.
93061.SAOUHSC_00313	ABD29482.1	651	Conserved hypothetical protein.
93061.SAOUHSC_00314	ABD29483.1	139	Conserved hypothetical protein.
93061.SAOUHSC_00315	mepA	451	Conserved hypothetical protein; Multidrug resistance efflux protein involved in transporting several clinically relevant monovalent and divalent biocides and the fluoroquinolone antimicrobial agents norfloxacin and ciprofloxacin. Required for transcription of agr and RNAIII and involved in the production of protein A (spa) and toxins alpha, beta and delta.
93061.SAOUHSC_00316	ABD29485.1	146	Conserved hypothetical protein.
93061.SAOUHSC_00317	ABD29486.1	452	Glycerol-3-phosphate transporter.
93061.SAOUHSC_00318	ABD29487.1	308	Conserved hypothetical protein.
93061.SAOUHSC_00319	ABD29488.1	353	Conserved hypothetical protein.
93061.SAOUHSC_00320	ABD29489.1	188	NADPH-dependent FMN reductase, putative.
93061.SAOUHSC_00322	ABD29490.1	331	Conserved hypothetical protein.
93061.SAOUHSC_00323	ABD29491.1	135	Conserved hypothetical protein.
93061.SAOUHSC_00324	ABD29492.1	181	Ribosomal-protein-serine acetyltransferase, putative.
93061.SAOUHSC_00325	ABD29493.1	284	Conserved hypothetical protein.
93061.SAOUHSC_00326	ABD29494.1	409	Conserved hypothetical protein; Involved in the recovery of exogenous heme iron. Extracts iron from heme while preserving the tetrapyrrol ring intact. Belongs to the DyP-type peroxidase family.
93061.SAOUHSC_00327	ABD29495.1	560	Conserved hypothetical protein.
93061.SAOUHSC_00328	tatC	218	Conserved hypothetical protein; Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin- arginine motif in their signal peptide across membranes.
93061.SAOUHSC_00329	tatA	74	mttA/Hcf106 family protein-related protein; Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin- arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system.
93061.SAOUHSC_00330	ABD29498.1	129	Conserved hypothetical protein.
93061.SAOUHSC_00331	ABD29499.1	67	Conserved hypothetical protein.
93061.SAOUHSC_00332	ABD29500.1	237	Conserved hypothetical protein.
93061.SAOUHSC_00333	ABD29501.1	280	ABC transporter, ATP-binding protein, putative.
93061.SAOUHSC_00334	ABD29502.1	209	Conserved hypothetical protein.
93061.SAOUHSC_00335	ABD29503.1	377	Conserved hypothetical protein.
93061.SAOUHSC_00336	ABD29504.1	393	acetyl-CoA acetyltransferase, putative; Belongs to the thiolase-like superfamily. Thiolase family.
93061.SAOUHSC_00337	ABD29505.1	250	Conserved hypothetical protein.
93061.SAOUHSC_00338	metE	742	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase; Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation; Belongs to the vitamin-B12 independent methionine synthase family.
93061.SAOUHSC_00339	ABD29507.1	613	Conserved hypothetical protein.
93061.SAOUHSC_00340	ABD29508.1	386	Trans-sulfuration enzyme family protein.
93061.SAOUHSC_00341	ABD29509.1	367	Conserved hypothetical protein.
93061.SAOUHSC_00342	ABD29510.1	281	Chromosome partioning protein, ParB family, putative; Belongs to the ParB family.
93061.SAOUHSC_00344	ABD29511.1	293	Conserved hypothetical protein.
93061.SAOUHSC_00345	ABD29512.1	67	Conserved hypothetical protein.
93061.SAOUHSC_00346	ychF	365	Conserved hypothetical protein; ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner.
93061.SAOUHSC_00347	ABD29514.1	63	Conserved hypothetical protein.
93061.SAOUHSC_00348	rpsF	98	Ribosomal protein S6; Binds together with S18 to 16S ribosomal RNA.
